eco,name,moves
D26,Queen's Gambit Accepted: Classical Defense,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5
D26,"Queen's Gambit Accepted: Classical Defense, Normal Line",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1
D26,"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Development Variation",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 b8c6
D26,"Queen's Gambit Accepted: Classical Defense, Steinitz Variation, Exchange Variation",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 c5d4
D26,"Queen's Gambit Accepted: Classical, Furman Variation",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 d1e2 a7a6 d4c5 f8c5 e1g1 b8c6 e3e4 b7b5 e4e5
D26,"Queen's Gambit Accepted: Normal Variation, Traditional System",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6
D27,"Queen's Gambit Accepted: Classical Defense, Main Line",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6
D27,"Queen's Gambit Accepted: Classical Defense, Rubinstein Variation",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 a2a4
D27,"Queen's Gambit Accepted: Classical Defense, Russian Gambit",d2d4 d7d5 c2c4 d5c4 e2e3 g8f6 f1c4 e7e6 g1f3 c7c5 e1g1 a7a6 e3e4
D27,Queen's Gambit Accepted: Furman Variation,d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d4c5 f8c5
D28,"Queen's Gambit Accepted: Classical Defense, Alekhine System",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2
D28,"Queen's Gambit Accepted: Classical Defense, Alekhine System (Except Main Line)",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5
D28,"Queen's Gambit Accepted: Classical, Flohr Variation",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 b8c6 f1d1 c5c4 b3c2 c6b4 b1c3 b4c2 e2c2 c8b7 d4d5 d8c7
D29,"Queen's Gambit Accepted: Classical Defense, Alekhine System, Main Line",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 c8b7
D29,"Queen's Gambit Accepted: Classical Defense, Alekhine System, Smyslov Variation",d2d4 d7d5 c2c4 d5c4 g1f3 g8f6 e2e3 e7e6 f1c4 c7c5 e1g1 a7a6 d1e2 b7b5 c4b3 c8b7 f1d1 b8d7 b1c3 f8d6
D30,French Defense: Diemer-Duhm Gambit,d2d4 d7d5 c2c4 e7e6 e2e4 d5e4
D30,Queen's Gambit Declined,d2d4 d7d5 c2c4 e7e6
D30,Queen's Gambit Declined: Capablanca Variation,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 c1g5 h7h6
D30,Queen's Gambit Declined: Capablanca Variation,d2d4 g8f6 g1f3 e7e6 c2c4 d7d5 c1g5 c7c6 b1d2 b8d7 e2e3
D30,Queen's Gambit Declined: Semmering Variation,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 b8d7 f1d3 c6c5
D30,Queen's Gambit Declined: Spielmann Variation,d2d4 d7d5 c2c4 e7e6 g1f3 g8f6 e2e3 c7c6 b1d2 g7g6
D30,Queen's Gambit Declined: Stonewall Variation,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 f6e4 f1d3 f7f5
D30,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch",d2d4 d7d5 c2c4 e7e6 g1f3 c7c5
D30,"Queen's Gambit Declined: Tarrasch Defense, Pseudo-Tarrasch Bishop Attack",d2d4 d7d5 c2c4 e7e6 g1f3 c7c5 c4d5 e6d5 c1g5
D30,Queen's Gambit Declined: Traditional Variation,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 c1g5
D30,Queen's Gambit Declined: Vienna Variation,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 c1g5 f8b4
D30,Semi-Slav Defense: Quiet Variation,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2
D30,Semi-Slav Defense: Quiet Variation,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 e2e3 e7e6 b1d2 b8d7
D31,Queen's Gambit Declined: Alapin Variation,d2d4 e7e6 c2c4 b7b6 b1c3 d7d5
D31,Queen's Gambit Declined: Charousek (Petrosian) Variation,d2d4 d7d5 c2c4 e7e6 b1c3 f8e7
D31,"Queen's Gambit Declined: Charousek (Petrosian) Variation, Miladinovic Gambit",d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 e2e4 d5e4 f2f3
D31,Queen's Gambit Declined: Janowski Variation,d2d4 d7d5 c2c4 e7e6 b1c3 a7a6
D31,Queen's Gambit Declined: Queen's Knight Variation,d2d4 d7d5 c2c4 e7e6 b1c3
D31,"Queen's Gambit Declined: Semi-Slav, Abrahams Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 a2a4 f8b4 e2e3 b7b5 c1d2 a7a5
D31,"Queen's Gambit Declined: Semi-Slav, Junge Variation",d2d4 d7d5 c2c4 e7e6 g1f3 c7c6 b1c3 d5c4 a2a4 f8b4 e2e3 b7b5 c1d2 d8b6
D31,"Queen's Gambit Declined: Semi-Slav, Koomen Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 e2e3 b7b5 a2a4 f8b4 c1d2 d8e7
D31,Queen's Gambit Declined: Uhlmann Variation,d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 g1f3 g8f6 c1g5 h7h6 g5h4 e8g8 a1c1 d5c4
D31,Semi-Slav Defense: Accelerated Move Order,d2d4 d7d5 c2c4 e7e6 b1c3 c7c6
D31,"Semi-Slav Defense: Anti-Noteboom, Stonewall Variation, Portisch Gambit",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e3 f7f5 g2g4
D31,Semi-Slav Defense: Gunderam Gambit,d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4 d5e4 f2f3
D31,Semi-Slav Defense: Marshall Gambit,d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4
D31,"Semi-Slav Defense: Marshall Gambit, Forgotten Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4 d5e4 c3e4 f8b4 e4c3
D31,"Semi-Slav Defense: Marshall Gambit, Main Line",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4 d5e4 c3e4 f8b4 c1d2
D31,"Semi-Slav Defense: Marshall Gambit, Tolush Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e4 d5e4 c3e4 f8b4 c1d2 d8d4 d2b4 d4e4 f1e2 c6c5 b4c5 e4g2
D31,Semi-Slav Defense: Noteboom Variation,d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4
D31,"Semi-Slav Defense: Noteboom Variation, Abrahams Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 a2a4 f8b4 e2e3 b4c3 b2c3 b7b5 a4b5 c6b5
D31,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Gambit",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 g2g3
D31,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 c1g5
D31,"Semi-Slav Defense: Noteboom Variation, Anti-Noteboom Variation, Belyavsky Line",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 d5c4 c1g5 f7f6
D32,Queen's Gambit Declined: Tarrasch Defense,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5
D32,Tarrasch Defense,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5
D32,Tarrasch Defense: Grünfeld Gambit,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 d4c5 d5d4 c3a4 b7b5
D32,Tarrasch Defense: Marshall Gambit,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 e2e4
D32,Tarrasch Defense: Schara Gambit,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 c5d4
D32,Tarrasch Defense: Tarrasch Gambit,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 d4c5 d5d4 c3a4 b7b5
D32,Tarrasch Defense: Two Knights Variation,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3
D32,Tarrasch Defense: von Hennig Gambit,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 c5d4 d1d4 b8c6 d4d1 e6d5 d1d5 c8e6
D33,Tarrasch Defense: Prague Variation,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6
D33,Tarrasch Defense: Rubinstein System,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3
D33,Tarrasch Defense: Swedish Variation,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 c5c4
D33,"Tarrasch Defense: Swedish Variation, Central Break",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 c5c4 e2e4
D33,Tarrasch Defense: Wagner Variation,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 c8g4
D34,"Queen's Gambit Declined: Tarrasch, Stoltz Variation",d2d4 d7d5 c2c4 e7e6 g1f3 c7c5 c4d5 e6d5 g2g3 b8c6 f1g2 g8f6 e1g1 f8e7 b1c3 e8g8 c1g5 c8e6 a1c1 b7b6
D34,Tarrasch Defense: Classical Variation,d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8
D34,"Tarrasch Defense: Classical Variation, Advance Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5c4
D34,"Tarrasch Defense: Classical Variation, Bogoljubov Variation",d2d4 g8f6 c2c4 e7e6 b1c3 c7c5 g1f3 d7d5 c4d5 e6d5 g2g3 b8c6 f1g2 f8e7 e1g1 e8g8 c1g5 c8e6 a1c1 c5c4
D34,"Tarrasch Defense: Classical Variation, Carlsbad Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5
D34,"Tarrasch Defense: Classical Variation, Chandler Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5d4 f3d4 h7h6 g5e3 f8e8 a1c1 c8e6
D34,"Tarrasch Defense: Classical Variation, Classical Tarrasch Gambit",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d4c5 d5d4
D34,"Tarrasch Defense: Classical Variation, Endgame Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c8e6
D34,"Tarrasch Defense: Classical Variation, Main Line",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5d4 f3d4 h7h6 g5e3 f8e8
D34,"Tarrasch Defense: Classical Variation, Petursson Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5d4 f3d4 f8e8
D34,"Tarrasch Defense: Classical Variation, Réti Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 d4c5 e7c5 c3a4
D34,"Tarrasch Defense: Classical Variation, Spassky Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7 e1g1 e8g8 c1g5 c5d4 f3d4 h7h6 g5e3 c8g4
D34,"Tarrasch Defense: Prague Variation, Main Line",d2d4 d7d5 c2c4 e7e6 b1c3 c7c5 c4d5 e6d5 g1f3 b8c6 g2g3 g8f6 f1g2 f8e7
D35,Queen's Gambit Declined: Exchange Variation,d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 c1g5
D35,"Queen's Gambit Declined: Exchange Variation, Positional Variation",d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 c1g5 c7c6
D35,"Queen's Gambit Declined: Exchange Variation, Sämisch Variation",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 b8d7 c4d5 e6d5 c1f4
D35,"Queen's Gambit Declined: Exchange, Chameleon Variation",d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 c1g5 f8e7 e2e3 e8g8 f1d3 b8d7 d1c2 f8e8 g1e2 d7f8 e1c1
D35,Queen's Gambit Declined: Harrwitz Attack,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c1f4
D35,Queen's Gambit Declined: Normal Defense,d2d4 d7d5 c2c4 e7e6 b1c3 g8f6
D36,"Queen's Gambit Declined: Exchange Variation, Reshevsky Variation",d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c4d5 e6d5 c1g5 c7c6 d1c2
D37,Queen's Gambit Declined: Barmen Variation,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 b8d7
D37,Queen's Gambit Declined: Harrwitz Attack,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4
D37,Queen's Gambit Declined: Harrwitz Attack,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 d1c2 b8c6 a1d1 d8a5 a2a3
D37,Queen's Gambit Declined: Harrwitz Attack,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5 d1c2 b8c6 a2a3 d8a5 e1c1
D37,"Queen's Gambit Declined: Harrwitz Attack, Fianchetto Defense",d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 g1f3 g8f6 c1f4 e8g8 e2e3 b7b6
D37,"Queen's Gambit Declined: Harrwitz Attack, Main Line",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4 e8g8 e2e3 c7c5 d4c5 e7c5
D37,"Queen's Gambit Declined: Harrwitz Attack, Orthodox Defense",d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 f8e7 c1f4 e8g8 e2e3 c7c6
D37,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1f4 e8g8 e2e3 b8d7
D37,"Queen's Gambit Declined: Harrwitz Attack, Two Knights Defense, Blockade Line",d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 g1f3 f8e7 c1f4 e8g8 e2e3 b8d7 c4c5
D37,"Queen's Gambit Declined: Knight Defense, Alekhine Gambit",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 b8d7 c1g5 h7h6 g5h4 d5c4
D37,Queen's Gambit Declined: Miles Variation,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8e7 c1g5 e8g8 d1c2
D37,Queen's Gambit Declined: Three Knights Variation,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3
D37,Queen's Gambit Declined: Vienna Variation,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 d5c4
D37,"Queen's Gambit Declined: Vienna Variation, Quiet Variation",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 d5c4 e2e3
D38,Queen's Gambit Declined: Ragozin Defense,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4
D38,"Queen's Gambit Declined: Ragozin Defense, Alekhine Variation",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4 d1a4
D38,Queen's Gambit Declined: Westphalian Variation,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4 c1g5 b8d7 e2e3 c7c5
D39,"Queen's Gambit Declined: Ragozin Defense, Vienna Variation",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4 c1g5 d5c4
D40,Queen's Gambit Declined: Semi-Tarrasch Defense,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5
D40,"Queen's Gambit Declined: Semi-Tarrasch Defense, Levenfish Variation",d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 e2e3 b8c6 f1d3 f8d6 e1g1 e8g8 d1e2 d8e7 d4c5 d6c5 e3e4
D40,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 c1g5
D40,"Queen's Gambit Declined: Semi-Tarrasch Defense, Symmetrical Variation",c2c4 g8f6 b1c3 e7e6 g1f3 d7d5 e2e3 c7c5 d2d4 b8c6 f1d3 f8d6 e1g1 e8g8
D41,Queen's Gambit Declined: Semi-Tarrasch Defense,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5 c4d5
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Exchange Variation",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5 c4d5 f6d5 e2e4
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Kmoch Variation",d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 g1f3 c7c5 c4d5 f6d5 e2e4 d5c3 b2c3 c5d4 c3d4 f8b4 c1d2 b4d2 d1d2 e8g8 f1b5
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5 c4d5 f6d5 e2e3
D41,"Queen's Gambit Declined: Semi-Tarrasch Defense, San Sebastian Variation",d2d4 d7d5 c2c4 e7e6 b1c3 g8f6 c4d5 f6d5 e2e4 d5c3 b2c3 c7c5 g1f3 c5d4 c3d4 f8b4 c1d2 d8a5
D42,"Queen's Gambit Declined: Semi-Tarrasch Defense, Main Line",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c5 c4d5 f6d5 e2e3 b8c6 f1d3
D43,Queen's Gambit Declined: Hastings Variation,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 h7h6 g5f6 d8f6 d1b3
D43,Semi-Slav Defense,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6
D43,Semi-Slav Defense: Anti-Moscow Gambit,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 h7h6 g5h4
D44,Semi-Slav Defense Accepted,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4
D44,Semi-Slav Defense: Botvinnik Variation,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4
D44,Semi-Slav Defense: Botvinnik Variation,d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5
D44,"Semi-Slav Defense: Botvinnik Variation, Alatortsev System",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5 f6d5
D44,"Semi-Slav Defense: Botvinnik Variation, Ekstrom Variation",d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 e5f6 g5h4 f3e5
D44,"Semi-Slav Defense: Botvinnik Variation, Lilienthal Variation",d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5 h6g5 h4g5 b8d7 g2g3
D44,"Semi-Slav Defense: Botvinnik Variation, Szabo Variation",d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 c7c6 c1g5 d5c4 e2e4 b7b5 e4e5 h7h6 g5h4 g7g5 f3g5 h6g5 h4g5 b8d7 d1f3
D45,Semi-Slav Defense: Accelerated Meran Variation,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 a7a6
D45,Semi-Slav Defense: Main Line,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3
D45,Semi-Slav Defense: Normal Variation,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7
D45,Semi-Slav Defense: Rubinstein (Anti-Meran) System,d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 g1f3 g8f6 e2e3 b8d7 f3e5
D45,Semi-Slav Defense: Stoltz Variation,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 d1c2
D45,"Semi-Slav Defense: Stoltz Variation, Center Variation",d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 d1c2 f8d6 e3e4
D45,"Semi-Slav Defense: Stoltz Variation, Center Variation, Mikhalchishin Line",d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 d1c2 f8d6 e3e4 d5e4 c3e4 f6e4 c2e4 e6e5 d4e5
D45,"Semi-Slav Defense: Stoltz Variation, Shabalov Attack",d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 d1c2 f8d6 g2g4
D45,Semi-Slav Defense: Stonewall Defense,d2d4 d7d5 g1f3 g8f6 c2c4 c7c6 b1c3 e7e6 e2e3 f6e4 f1d3 f7f5
D46,Semi-Slav Defense: Bogoljubov Variation,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8e7
D46,Semi-Slav Defense: Chigorin Defense,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8d6
D46,Semi-Slav Defense: Main Line,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3
D46,Semi-Slav Defense: Romih Variation,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 f8b4
D47,Semi-Slav Defense: Meran Variation,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5
D47,"Semi-Slav Defense: Meran Variation, Lundin Variation",d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 b5b4
D47,"Semi-Slav Defense: Meran Variation, Wade Variation",d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 c8b7
D47,"Semi-Slav Defense: Meran Variation, Wade Variation, Kaidanov Gambit",d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 c8b7 e3e4 b5b4 c3a4 c6c5 e4e5 f6d5 e1g1 c5d4 f3d4
D47,"Semi-Slav Defense: Meran Variation, Wade Variation, Larsen Variation",d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 c8b7 e3e4 b5b4 c3a4 c6c5 e4e5 f6d5
D47,Semi-Slav Defense: Semi-Meran Variation,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4
D48,Semi-Slav Defense: Meran Variation,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6
D48,Semi-Slav Defense: Meran Variation,d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5
D48,"Semi-Slav Defense: Meran Variation, Old Variation",d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5
D48,"Semi-Slav Defense: Meran Variation, Pirc Variation",d2d4 d7d5 c2c4 e7e6 b1c3 c7c6 e2e3 g8f6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 b5b4
D48,"Semi-Slav Defense: Meran Variation, Reynolds' Variation",d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 d4d5
D49,"Semi-Slav Defense: Meran Variation, Blumenfeld Variation",d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5
D49,"Semi-Slav Defense: Meran Variation, Rabinovich Variation",d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 e2e3 e7e6 g1f3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 f6g4
D49,"Semi-Slav Defense: Meran Variation, Rellstab Attack",d2d4 d7d5 c2c4 c7c6 b1c3 g8f6 g1f3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 d7e5 f3e5 a6b5 e1g1 d8d5 d1e2 c8a6 c1g5
D49,"Semi-Slav Defense: Meran Variation, Sozin Variation",d2d4 d7d5 c2c4 c7c6 g1f3 g8f6 b1c3 e7e6 e2e3 b8d7 f1d3 d5c4 d3c4 b7b5 c4d3 a7a6 e3e4 c6c5 e4e5 c5d4 c3b5 d7e5
